Id	Label
2017	檸
2018	寧
2019	諕
2020	虎
2021	漢
2022	淡
2023	霈
2024	沛
2025	哵
2026	椲
2027	韋
2028	㕿
2029	㯐
2030	隋
2031	䇂
2032	亠
2033	&CDP-89C4;
2034	䇜
2035	暺
2036	㘵
2037	洃
2038	縵
2039	曼
2040	?
2041	&CDP-8BE7;
2042	錝
2043	㭏
2044	韦
2045	梥
2046	皴
2047	趾
2048	訫
2049	蟃
2050	櫼
2051	韱
2052	㽘
2053	讴
2054	蓀
2055	孫
2056	薄
2057	溥
2058	憮
2059	無
2060	稶
2061	彧
2062	頄
2063	九
2064	䊍
2065	?
2066	?
2067	鼌
2068	黾
2069	鼂
2070	黽
2071	搣
2072	烕
2073	奰
2074	?
2075	摀
2076	杈
2077	瓔
2078	嬰
2079	妁
2080	勺
2081	堅
2082	臤
2083	null
2084	⻤
2085	䅜
2086	鞼
2087	革
2088	籏
2089	蠧
2090	null
2091	null
2092	欛
2093	霸
2094	撫
2095	撨
2096	雱
2097	鯯
2098	制
2099	憌
2100	鈞
2101	欞
2102	靈
2103	孳
2104	兹
2105	隟
2106	巢
2107	峉
2108	棈
2109	青
2110	㻯
2111	虖
2112	䁍
2113	蹼
2114	菐
2115	鯽
2116	即
2117	鬢
2118	賓
2119	硨
2120	null
2121	&CDP-89BC;
2122	棑
2123	非
2124	菊
2125	壹
2126	士
2127	鬸
2128	鬲
2129	留
2130	㵉
2131	淋
2132	奩
2133	&CDP-8BE3;
2134	&CDP-8BE2;
2135	㮖
2136	滙
2137	null
2138	簾
2139	㙓
2140	憔
2141	雯
2142	驴
2143	户
2144	徰
2145	null
2146	㩱
2147	爵
2148	撐
2149	牚
2150	狄
2151	窳
2152	㧎
2153	暷
2154	專
2155	猩
2156	牁
2157	鹴
2158	鴻
2159	null
2160	浧
2161	呈
2162	熪
2163	移
2164	笔
2165	蒞
2166	涖
2167	䂰
2168	利
2169	扸
2170	片
2171	韑
2172	潕
2173	擟
2174	璑
2175	無
2176	笓
2177	潐
2178	撝
2179	珶
2180	弟
2181	援
2182	照
2183	昭
2184	毶
2185	抓
2186	爪
2187	蒥
2188	掙
2189	爭
2190	這
2191	㷹
2192	null
2193	澌
2194	佤
2195	驼
2196	⺄
2197	十
2198	谒
2199	虴
2200	髠
2201	枫
2202	风
2203	湔
2204	前
